ID,lonid,latid,ObsYear,season,VANCAR.median,DANPLE.median,AGRAVAN.median,EURPRO.median,CHICAT.median,ASCMON.median,VANCAR.n,DANPLE.n,AGRAVAN.n,EURPRO.n,CHICAT.n,ASCMON.n
277,-105.25,33.25,2002,fall,NA,245,245,NA,NA,NA,NA,5,7,NA,NA,NA
278,-105.25,33.75,2002,spring,149,149,NA,NA,NA,NA,7,5,NA,NA,NA,NA
279,-105.25,33.75,2015,spring,171,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
280,-105.25,33.75,2017,spring,180,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
281,-105.25,34.25,2002,fall,243,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
282,-105.25,35.25,2001,fall,NA,328,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
283,-105.25,35.75,2002,spring,153,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
284,-105.25,35.75,2003,spring,172,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
285,-105.25,35.75,2009,fall,204,204,NA,NA,NA,NA,7,5,NA,NA,NA,NA
286,-105.25,35.75,2010,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
287,-105.25,35.75,2011,fall,229.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
288,-105.25,35.75,2012,fall,195,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
289,-105.25,35.75,2012,spring,122,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
290,-105.25,35.75,2013,fall,237.5,237.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
291,-105.25,35.75,2014,fall,206,206,NA,NA,NA,NA,7,5,NA,NA,NA,NA
292,-105.25,35.75,2014,spring,150,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
293,-105.25,35.75,2015,spring,172,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
294,-105.25,36.25,2001,spring,173,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
295,-105.25,38.25,1997,spring,156.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
296,-105.25,38.75,1988,fall,187,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
297,-105.25,38.75,2016,fall,233.5,226.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
298,-105.25,38.75,2016,spring,163,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
299,-105.25,38.75,2017,fall,238.5,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
300,-105.25,38.75,2017,spring,155,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
301,-105.25,39.25,1988,spring,181,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
302,-105.25,39.25,2014,fall,196,201,NA,NA,NA,NA,21,10,NA,NA,NA,NA
303,-105.25,39.25,2015,fall,199,200,NA,NA,NA,NA,35,10,NA,NA,NA,NA
304,-105.25,39.25,2015,spring,167.5,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
305,-105.25,39.25,2016,fall,222,206,NA,NA,NA,NA,28,10,NA,NA,NA,NA
306,-105.25,39.25,2016,spring,167,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
307,-105.25,39.25,2017,fall,216,224,NA,NA,NA,NA,70,5,NA,NA,NA,NA
308,-105.25,39.25,2017,spring,169.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
309,-105.25,39.25,2018,fall,200,190.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
310,-105.25,39.75,1977,spring,170,170,NA,NA,NA,NA,7,5,NA,NA,NA,NA
311,-105.25,39.75,1978,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
312,-105.25,39.75,1979,fall,203,203,NA,NA,NA,NA,7,5,NA,NA,NA,NA
313,-105.25,39.75,1980,fall,NA,195,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
314,-105.25,39.75,1981,fall,193,193,NA,NA,NA,NA,7,5,NA,NA,NA,NA
315,-105.25,39.75,1982,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
316,-105.25,39.75,1983,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
317,-105.25,39.75,1984,fall,197,197,NA,NA,NA,NA,7,5,NA,NA,NA,NA
318,-105.25,39.75,1985,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
319,-105.25,39.75,1986,fall,193,193,NA,NA,NA,NA,7,5,NA,NA,NA,NA
320,-105.25,39.75,1987,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
321,-105.25,39.75,1988,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
322,-105.25,39.75,1989,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
323,-105.25,39.75,1990,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
324,-105.25,39.75,1991,fall,188,188,188,NA,NA,NA,7,5,7,NA,NA,NA
325,-105.25,39.75,1992,fall,190,190,NA,NA,NA,NA,14,10,NA,NA,NA,NA
326,-105.25,39.75,1993,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
327,-105.25,39.75,1994,fall,184,190.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
328,-105.25,39.75,1995,fall,196.5,203,NA,NA,NA,NA,14,5,NA,NA,NA,NA
329,-105.25,39.75,1996,fall,189,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
330,-105.25,39.75,1997,fall,193.5,193.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
331,-105.25,39.75,1998,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
332,-105.25,39.75,1999,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
333,-105.25,39.75,2000,fall,191,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
334,-105.25,39.75,2001,fall,192,193,NA,NA,NA,NA,14,20,NA,NA,NA,NA
335,-105.25,39.75,2002,fall,194,194,NA,NA,NA,NA,7,5,NA,NA,NA,NA
336,-105.25,39.75,2003,fall,187,185,NA,NA,NA,NA,35,15,NA,NA,NA,NA
337,-105.25,39.75,2004,fall,186,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
338,-105.25,39.75,2005,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
339,-105.25,39.75,2007,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
340,-105.25,39.75,2007,spring,169,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
341,-105.25,39.75,2008,fall,186.5,185,NA,NA,NA,NA,28,5,NA,NA,NA,NA
342,-105.25,39.75,2008,spring,173,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
343,-105.25,39.75,2009,fall,194.5,188,NA,NA,NA,NA,14,5,NA,NA,NA,NA
344,-105.25,39.75,2010,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
345,-105.25,39.75,2011,fall,184,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
346,-105.25,39.75,2012,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
347,-105.25,39.75,2013,fall,188,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
348,-105.25,39.75,2014,fall,207,198,NA,NA,NA,NA,112,75,NA,NA,NA,NA
349,-105.25,39.75,2014,spring,158.5,164,NA,NA,NA,NA,84,35,NA,NA,NA,NA
350,-105.25,39.75,2015,fall,208,212.5,NA,NA,NA,NA,147,90,NA,NA,NA,NA
351,-105.25,39.75,2015,spring,168,181,NA,NA,NA,NA,84,5,NA,NA,NA,NA
352,-105.25,39.75,2016,fall,211,211,NA,NA,NA,NA,112,70,NA,NA,NA,NA
353,-105.25,39.75,2016,spring,167,178,NA,NA,NA,NA,35,5,NA,NA,NA,NA
354,-105.25,39.75,2017,fall,234,211,NA,NA,NA,NA,476,55,NA,NA,NA,NA
355,-105.25,39.75,2017,spring,168,180,NA,NA,NA,NA,140,5,NA,NA,NA,NA
356,-105.25,39.75,2018,fall,246.5,197,NA,NA,NA,NA,42,45,NA,NA,NA,NA
357,-105.25,39.75,2018,spring,160.5,164,NA,NA,NA,NA,28,20,NA,NA,NA,NA
358,-105.25,40.25,1985,fall,210,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
359,-105.25,40.25,1986,fall,207,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
360,-105.25,40.25,1987,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
361,-105.25,40.25,1989,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
362,-105.25,40.25,1990,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
363,-105.25,40.25,1991,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
364,-105.25,40.25,1994,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
365,-105.25,40.25,1995,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
366,-105.25,40.25,1997,fall,185,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
367,-105.25,40.25,1998,fall,185,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
368,-105.25,40.25,1999,fall,184,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
369,-105.25,40.25,2000,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
370,-105.25,40.25,2001,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
371,-105.25,40.25,2001,spring,170.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
372,-105.25,40.25,2003,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
373,-105.25,40.25,2003,spring,172,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
374,-105.25,40.25,2004,fall,183,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
375,-105.25,40.25,2005,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
376,-105.25,40.25,2007,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
377,-105.25,40.25,2007,spring,174,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
378,-105.25,40.25,2008,fall,186,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
379,-105.25,40.25,2008,spring,178,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
380,-105.25,40.25,2010,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
381,-105.25,40.25,2011,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
382,-105.25,40.25,2012,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
383,-105.25,40.25,2012,spring,163,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
384,-105.25,40.25,2013,fall,232.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
385,-105.25,40.25,2014,fall,185,224,NA,NA,NA,NA,35,25,NA,NA,NA,NA
386,-105.25,40.25,2014,spring,152,168,NA,NA,NA,NA,70,10,NA,NA,NA,NA
387,-105.25,40.25,2015,fall,185,188.5,NA,NA,NA,NA,21,10,NA,NA,NA,NA
388,-105.25,40.25,2016,fall,186,200,NA,NA,NA,NA,7,5,NA,NA,NA,NA
389,-105.25,40.25,2016,spring,175,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
390,-105.25,40.25,2017,fall,194,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
391,-105.25,40.25,2017,spring,136,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
392,-105.25,40.25,2018,fall,185,209,NA,NA,NA,NA,7,5,NA,NA,NA,NA
393,-105.25,40.75,1977,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
394,-105.25,40.75,1977,spring,174,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
395,-105.25,40.75,1981,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
396,-105.25,40.75,1982,fall,205,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
397,-105.25,40.75,1984,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
398,-105.25,40.75,1985,spring,174,174,NA,NA,NA,NA,7,5,NA,NA,NA,NA
399,-105.25,40.75,1986,spring,172,172,NA,NA,NA,NA,7,5,NA,NA,NA,NA
400,-105.25,40.75,1987,spring,165,165,NA,NA,NA,NA,7,5,NA,NA,NA,NA
401,-105.25,40.75,1988,spring,170,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
402,-105.25,40.75,1989,spring,175,175,NA,NA,NA,NA,7,5,NA,NA,NA,NA
403,-105.25,40.75,1990,spring,181,181,NA,NA,NA,NA,7,5,NA,NA,NA,NA
404,-105.25,40.75,1991,spring,173,173,NA,NA,NA,NA,7,5,NA,NA,NA,NA
405,-105.25,40.75,1992,spring,173,173,NA,NA,NA,NA,7,5,NA,NA,NA,NA
406,-105.25,40.75,1993,spring,177,177,NA,NA,NA,NA,7,5,NA,NA,NA,NA
407,-105.25,40.75,1994,spring,176,176,NA,NA,NA,NA,7,5,NA,NA,NA,NA
408,-105.25,40.75,1995,spring,176,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
409,-105.25,40.75,1996,spring,NA,NA,175,NA,NA,NA,NA,NA,7,NA,NA,NA
410,-105.25,40.75,1997,spring,180,180,NA,NA,NA,NA,7,5,NA,NA,NA,NA
411,-105.25,40.75,1998,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
412,-105.25,40.75,1999,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
413,-105.25,40.75,2001,fall,190,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
414,-105.25,40.75,2003,fall,212.5,214,NA,NA,NA,NA,56,10,NA,NA,NA,NA
415,-105.25,40.75,2010,fall,218,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
416,-105.25,40.75,2013,fall,264,264,NA,NA,NA,NA,14,5,NA,NA,NA,NA
417,-105.25,40.75,2014,fall,275,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
418,-105.25,40.75,2015,fall,200.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
419,-105.25,40.75,2015,spring,158,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
420,-105.25,40.75,2017,fall,280,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
421,-105.25,40.75,2017,spring,154.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
422,-105.25,49.25,2003,spring,151,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
423,-105.25,51.25,2007,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
424,-105.25,51.25,2008,fall,190,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
425,-105.25,51.25,2011,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
426,-105.25,51.25,2012,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
427,-105.25,51.25,2015,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
428,-105.75,32.75,2003,fall,230,230,NA,NA,NA,NA,7,5,NA,NA,NA,NA
429,-105.75,32.75,2010,spring,132.5,NA,177,NA,NA,NA,14,NA,7,NA,NA,NA
430,-105.75,32.75,2014,spring,NA,142,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
431,-105.75,32.75,2017,spring,178.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
432,-105.75,34.25,2002,fall,NA,243,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
433,-105.75,34.75,2001,fall,258,258,NA,NA,NA,NA,14,10,NA,NA,NA,NA
434,-105.75,34.75,2004,fall,221,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
435,-105.75,35.75,1993,spring,178,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
436,-105.75,35.75,1995,fall,197,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
437,-105.75,35.75,1996,fall,195,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
438,-105.75,35.75,1997,fall,193,193,NA,NA,NA,NA,7,5,NA,NA,NA,NA
439,-105.75,35.75,1998,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
440,-105.75,35.75,1999,fall,191,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
441,-105.75,35.75,2001,fall,202,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
442,-105.75,35.75,2002,fall,194,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
443,-105.75,35.75,2002,spring,159,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
444,-105.75,35.75,2003,fall,193,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
445,-105.75,35.75,2004,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
446,-105.75,35.75,2004,spring,165,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
447,-105.75,35.75,2005,fall,184,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
448,-105.75,35.75,2006,fall,NA,196,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
449,-105.75,35.75,2007,fall,195,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
450,-105.75,35.75,2008,fall,188,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
451,-105.75,35.75,2010,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
452,-105.75,35.75,2014,fall,268,268,NA,NA,NA,NA,7,5,NA,NA,NA,NA
453,-105.75,36.75,2002,spring,NA,179,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
454,-105.75,39.25,1978,fall,202,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
455,-105.75,39.25,1979,fall,212,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
456,-105.75,39.25,1980,fall,210,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
457,-105.75,39.25,1981,fall,203,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
458,-105.75,39.25,1982,fall,216,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
459,-105.75,39.25,1997,spring,154,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
460,-105.75,39.25,2003,fall,189,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
461,-105.75,39.25,2015,fall,193,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
462,-105.75,39.25,2015,spring,150,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
463,-105.75,39.25,2016,fall,190,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
464,-105.75,39.75,1985,fall,188,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
465,-105.75,39.75,1989,fall,190,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
466,-105.75,39.75,1994,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
467,-105.75,39.75,2003,fall,188,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
468,-105.75,39.75,2008,fall,186.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
469,-105.75,39.75,2017,fall,245,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
470,-105.75,39.75,2017,spring,107,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
471,-105.75,39.75,2018,fall,242,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
472,-105.75,40.25,1978,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
473,-105.75,40.25,1979,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
474,-105.75,40.25,1980,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
475,-105.75,40.25,1981,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
476,-105.75,40.25,1983,fall,187,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
477,-105.75,40.25,1984,fall,204,204,NA,NA,NA,NA,7,5,NA,NA,NA,NA
478,-105.75,40.25,1987,fall,199,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
479,-105.75,40.25,1990,fall,195,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
480,-105.75,40.25,1991,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
481,-105.75,40.25,1993,fall,205,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
482,-105.75,40.25,1995,spring,170,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
483,-105.75,40.25,1997,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
484,-105.75,40.25,1998,fall,199,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
485,-105.75,40.25,1999,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
486,-105.75,40.25,2005,fall,223,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
487,-105.75,40.25,2012,spring,175,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
488,-105.75,40.25,2017,spring,172,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
489,-105.75,40.75,2015,fall,201,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
490,-106.25,32.25,2007,fall,253,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
491,-106.25,34.75,2001,fall,203,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
492,-106.25,34.75,2004,fall,221,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
493,-106.25,35.25,1989,fall,211,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
494,-106.25,35.25,1998,fall,199,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
495,-106.25,35.25,1999,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
496,-106.25,35.25,2001,fall,188,195,NA,NA,NA,NA,21,5,NA,NA,NA,NA
497,-106.25,35.25,2001,spring,174,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
498,-106.25,35.25,2002,spring,160,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
499,-106.25,35.25,2003,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
500,-106.25,35.25,2004,fall,185,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
501,-106.25,35.25,2009,fall,227.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
502,-106.25,35.25,2011,fall,231,239,NA,NA,NA,NA,7,5,NA,NA,NA,NA
503,-106.25,35.25,2012,fall,184,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
504,-106.25,35.25,2012,spring,130.5,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
505,-106.25,35.75,1993,spring,177,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
506,-106.25,35.75,1997,spring,179,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
507,-106.25,35.75,1998,spring,178,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
508,-106.25,35.75,2001,fall,196,196,NA,NA,NA,NA,7,5,NA,NA,NA,NA
509,-106.25,35.75,2002,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
510,-106.25,35.75,2003,spring,179,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
511,-106.25,35.75,2004,spring,173,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
512,-106.25,35.75,2005,spring,176,176,NA,NA,NA,NA,7,5,NA,NA,NA,NA
513,-106.25,35.75,2007,fall,233,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
514,-106.25,35.75,2008,spring,151,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
515,-106.25,35.75,2009,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
516,-106.25,35.75,2010,fall,205,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
517,-106.25,35.75,2016,fall,NA,299,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
518,-106.25,35.75,2017,fall,205.5,223,NA,NA,NA,NA,28,5,NA,NA,NA,NA
519,-106.25,37.25,2001,fall,216,216,NA,NA,NA,NA,7,5,NA,NA,NA,NA
520,-106.25,38.75,1978,fall,201,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
521,-106.25,38.75,1979,fall,211,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
522,-106.25,38.75,1981,fall,201,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
523,-106.25,38.75,1982,fall,215,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
524,-106.25,39.25,1978,fall,198,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
525,-106.25,39.25,1979,fall,210,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
526,-106.25,39.25,1981,fall,202,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
527,-106.25,39.25,1982,fall,214,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
528,-106.25,39.25,1997,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
529,-106.25,39.75,2005,fall,217,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
530,-106.25,39.75,2017,fall,246,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
531,-106.25,39.75,2017,spring,159,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
532,-106.25,45.25,1982,fall,222,222,NA,NA,NA,NA,7,5,NA,NA,NA,NA
533,-106.25,45.25,1983,fall,219,219,NA,NA,NA,NA,7,5,NA,NA,NA,NA
534,-106.25,50.25,2003,spring,179,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
535,-106.75,32.25,1992,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
536,-106.75,32.25,1993,fall,198,198,NA,NA,NA,NA,7,5,NA,NA,NA,NA
537,-106.75,32.25,1994,fall,225,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
538,-106.75,32.25,1995,fall,217,217,NA,NA,NA,NA,7,5,NA,NA,NA,NA
539,-106.75,32.25,1996,fall,223,223,NA,NA,NA,NA,7,5,NA,NA,NA,NA
540,-106.75,32.25,1997,fall,221,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
541,-106.75,32.25,1998,fall,220,220,NA,NA,NA,NA,7,5,NA,NA,NA,NA
542,-106.75,32.25,1999,fall,220,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
543,-106.75,32.25,2000,fall,225,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
544,-106.75,32.25,2001,fall,239,239,NA,NA,NA,NA,21,15,NA,NA,NA,NA
545,-106.75,32.25,2002,fall,208,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
546,-106.75,32.25,2002,spring,89,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
547,-106.75,32.25,2003,fall,214,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
548,-106.75,32.25,2003,spring,74,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
549,-106.75,32.25,2004,fall,213,213,NA,NA,NA,NA,7,5,NA,NA,NA,NA
550,-106.75,32.25,2005,fall,218,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
551,-106.75,32.25,2007,fall,237,223,NA,NA,NA,NA,14,5,NA,NA,NA,NA
